timestamp,key,f1_tariff,f2_kwh_day,f3_kwh_max_30min,f4_kwh_median_30min,f5_kwh_p90_30min,f6_kwh_stdev_30min,f7_evening_share,f8_night_share,f9_load_factor,f10_peak_half_hour_slot,f11_zero_half_hour_count
1350169200000,MAC000018,0,14.044,1.466,0.254,0.479,0.221143320169,0.314226716035,0.253987467958,0.199579354252,30,0
1350169200000,MAC000019,0,3.638,0.156,0.0735,0.113,0.031120704746,0.321880153931,0.212479384277,0.485844017094,34,0
1350169200000,MAC000020,0,7.121,0.844,0.097,0.249,0.160463195363,0.519168656088,0.0943687684314,0.175775078989,36,0
1350169200000,MAC000021,0,26.306,1.285,0.419,1.006,0.260328795175,0.444081198206,0.179806888162,0.42649156939,43,0
1350169200000,MAC000022,0,18.4829999,1.385,0.192,1.0779999,0.369561188842,0.590813177465,0.121462966626,0.2780234642,38,0
1350169200000,MAC000023,0,12.0780001,1.3710001,0.176,0.568,0.23600341955,0.367693331945,0.0863553561322,0.183533904982,38,0
1350169200000,MAC000024,0,14.734,2.5869999,0.151,0.893,0.45339762772,0.309623998914,0.180399076965,0.118654172864,19,0
1350169200000,MAC000025,0,4.348,1.299,0.0255,0.144,0.234871670043,0.0708371665133,0.0333486660534,0.0697331280472,28,0
1350169200000,MAC000026,0,7.574,0.204,0.1555,0.19,0.0235999279071,0.247557433325,0.250858199102,0.773488562092,0,0
1350169200000,MAC000027,0,11.96,0.824,0.227,0.368,0.135271229593,0.286120401338,0.128678929766,0.302386731392,21,0
1350169200000,MAC000028,0,5.139,0.293,0.084,0.176,0.0507421612378,0.32087954855,0.182914964001,0.365401023891,31,0
1350169200000,MAC000029,0,4.5930001,1.5190001,0.0475,0.061,0.258520574502,0.11278031542,0.0890485502058,0.0629937431099,28,6
1350169200000,MAC000030,0,19.7170001,2.7490001,0.156,1.012,0.535821000639,0.567074100689,0.0825176239665,0.149425544007,35,0
1350169200000,MAC000031,1,28.6289999,2.0569999,0.4415,1.421,0.518246553301,0.38185056894,0.0561668240461,0.289955044683,37,0
1350169200000,MAC000032,0,18.719,1.64,0.2865,0.733,0.272255049661,0.204925476788,0.18099257439,0.237792174797,21,0
1350169200000,MAC000033,0,7.391,0.463,0.1485,0.253,0.0868985254917,0.33107833852,0.140982275741,0.332568394528,21,0
1350169200000,MAC000034,0,5.552,0.258,0.104,0.192,0.0582005631893,0.385086455331,0.159942363112,0.448320413437,45,0
1350169200000,MAC000035,0,32.097,2.207,0.3925,1.331,0.539919982364,0.240770165436,0.102096769168,0.302984821024,24,0
1350169200000,MAC000036,0,2.521,0.266,0.041,0.09,0.0594933433193,0.306624355415,0.0829036096787,0.197446741855,16,8
1350169200000,MAC000037,0,0,0,0,0,0,0,0,0,0,48
1350169200000,MAC000038,0,20.2910001,1.806,0.3115,1.131,0.405752070071,0.209107485047,0.0571682023697,0.234069307171,24,0
1350169200000,MAC000039,0,12.0559999,1.596,0.107,0.572,0.374041620904,0.141755143843,0.0775547451688,0.157372596857,32,0
1350169200000,MAC000040,0,14.385,0.514,0.295,0.361,0.0665110129509,0.254223149114,0.198331595412,0.583049610895,13,0
1350169200000,MAC000041,0,7.383,0.418,0.0925,0.325,0.111232612171,0.396993092239,0.097385886496,0.367972488038,26,0
1350169200000,MAC000042,0,10.174,0.853,0.1505,0.349,0.178480152764,0.380872813053,0.101828189503,0.248485736616,22,0
1350169200000,MAC000043,0,3.486,0.168,0.0655,0.138,0.0428600557046,0.396156052783,0.126506024096,0.432291666667,29,0
1350169200000,MAC000044,1,19.3369999,1.244,0.286,0.876,0.324400660801,0.189429591919,0.10741066405,0.32383775288,23,0
1350169200000,MAC000045,0,18.6289999,2.4319999,0.188,0.928,0.474761871679,0.179075635724,0.243276607672,0.159582311078,0,0
1350169200000,MAC000046,1,14.062,1.045,0.1895,0.869,0.293369147317,0.191509031432,0.0875408903428,0.280342902711,25,0
1350169200000,MAC000047,0,5.988,0.287,0.1105,0.172,0.0583336309516,0.293921175685,0.181195724783,0.434668989547,36,0
1350169200000,MAC000048,1,4.286,0.352,0.054,0.17,0.0791754271469,0.508399440037,0.164955669622,0.253669507576,42,0
1350169200000,MAC000049,0,41.7349999,2.987,0.7355,1.913,0.732235705065,0.312399662903,0.0658919373808,0.291087768525,18,0
1350169200000,MAC000050,0,14.767,1.426,0.2315,0.602,0.272964931324,0.392632220492,0.124669872012,0.215740416082,42,0
1350169200000,MAC000051,1,17.258,1.238,0.2415,0.684,0.28969962593,0.250608413489,0.199443736238,0.290421378568,16,0
1350169200000,MAC000052,1,8.343,1.09,0.056,0.559,0.249532116858,0.317271964521,0.0709576890807,0.159461009174,30,0
1350169200000,MAC000053,0,4.732,0.655,0.067,0.159,0.104630467466,0.483093829248,0.154480135249,0.150508905852,42,0
1350169200000,MAC000054,0,11.02,0.686,0.2125,0.356,0.132997154314,0.283575317604,0.0990925589837,0.334669582119,22,0
1350169200000,MAC000055,0,9.334,0.749,0.1455,0.378,0.142327960232,0.385258195843,0.227340904221,0.259623943035,42,0
1350169200000,MAC000056,0,7.302,0.584,0.117,0.336,0.126261901254,0.267871815941,0.0703916735141,0.260488013699,16,0
1350169200000,MAC000057,0,11.749,0.901,0.1715,0.368,0.191079743343,0.219167588731,0.19269725083,0.271665741768,17,0
1350169200000,MAC000058,0,3.262,0.287,0.0515,0.108,0.0581151724069,0.359901900674,0.112814224402,0.236788617886,25,0
1350169200000,MAC000059,0,17.055,1.164,0.3345,0.454,0.151662887716,0.340428026972,0.191087657578,0.30525128866,34,0
1350169200000,MAC000060,0,10.649,0.726,0.1375,0.506,0.187072400154,0.5258709738,0.0642313832285,0.305584251607,33,0
1350169200000,MAC000061,0,5.501,0.462,0.0545,0.253,0.11424694372,0.415197236866,0.0567169605526,0.248060966811,39,2
1350169200000,MAC000062,0,11.398,0.558,0.205,0.357,0.0931005187806,0.318213721706,0.216880154413,0.425552568698,18,0
1350169200000,MAC000064,1,8.643,0.907,0.114,0.349,0.156760752721,0.387712599792,0.13768367465,0.198525358324,12,0
1350169200000,MAC000065,1,4.492,0.293,0.0465,0.239,0.0840810207809,0.535396260018,0.0750222617988,0.319397042093,39,0
1350169200000,MAC000071,1,11.588,1.012,0.131,0.623,0.241725466985,0.239040386607,0.0987228167069,0.238554018445,16,0
1350169200000,MAC000075,1,4.553,0.588,0.071,0.138,0.0951698021047,0.445640237206,0.160773116626,0.161316609977,37,0
1350169200000,MAC000076,1,17.566,1.136,0.3195,0.634,0.268970177896,0.371570078561,0.101787544119,0.322146420188,42,0
1350169200000,MAC000082,1,5.689,1.748,0.05,0.106,0.316154365618,0.196519599227,0.0957989101775,0.0678036803966,33,0
1350169200000,MAC000088,1,14.781,0.571,0.2925,0.48,0.130563906168,0.32257628036,0.131587849266,0.539295096322,28,0
1350169200000,MAC000106,1,11.757,0.82,0.1855,0.459,0.162448377217,0.254741855916,0.114995321936,0.298704268293,18,0
1350169200000,MAC000107,1,9.923,1.391,0.1425,0.459,0.252945954338,0.175753300413,0.0868688904565,0.14861909897,18,0
1350169200000,MAC000109,1,6.127,0.641,0.087,0.192,0.100033221478,0.289374897992,0.16092704423,0.199135465419,26,0
1350169200000,MAC000124,1,9.352,0.679,0.1485,0.341,0.11825455124,0.435201026518,0.164884516681,0.286941580756,36,0
1350169200000,MAC000139,1,19.115,1.508,0.292,0.526,0.30490696939,0.386712006278,0.141825791263,0.264077696729,21,0
1350169200000,MAC000141,1,5.94,0.764,0.08,0.255,0.146266238415,0.580134680135,0.169191919192,0.161976439791,36,11
1350169200000,MAC000146,1,6.524,0.789,0.0995,0.195,0.123402429969,0.296750459841,0.143930104231,0.172264469793,33,0
1350169200000,MAC000147,1,7.1879999,1.0549999,0.0755,0.274,0.200132290568,0.226210353731,0.12270450922,0.141943139442,12,0
1350169200000,MAC000158,1,4.284,0.541,0.06,0.151,0.0947939651736,0.316993464052,0.0978057889823,0.164972273567,24,0
1350169200000,MAC000165,1,7.873,0.551,0.122,0.3,0.104760737235,0.470849739616,0.127016385114,0.2976784634,36,0
1350169200000,MAC000170,1,13.136,0.761,0.2365,0.484,0.145168628001,0.377892813642,0.283800243605,0.359614542269,41,0
1350169200000,MAC000173,1,7.016,0.381,0.155,0.263,0.0880294300536,0.361031927024,0.0859464082098,0.383639545057,20,0
1350169200000,MAC000186,1,4.52,0.553,0.0925,0.172,0.0871787754496,0.324336283186,0.105973451327,0.170283303195,27,0
1350169200000,MAC000187,1,10.977,1.041,0.1995,0.479,0.210783375792,0.332513437187,0.0539309465246,0.219680595581,32,0
1350169200000,MAC000193,1,19.634,2.319,0.237,1.636,0.569492462576,0.214373026383,0.0258734847713,0.176387092137,18,0
1350169200000,MAC000194,1,10.42,1.712,0.1155,0.295,0.313838787791,0.55537428023,0.104510556622,0.126801012461,36,0
1350169200000,MAC000195,1,22.515,0.663,0.506,0.525,0.142047733504,0.274883411059,0.171441261381,0.707484917044,32,0
1350169200000,MAC000198,1,6.677,0.804,0.101,0.235,0.12267576499,0.167740002995,0.334731166692,0.17301513267,11,0
1350169200000,MAC000219,1,5.953,0.225,0.1165,0.187,0.044816984124,0.343188308416,0.180749202083,0.551203703704,38,0
1350169200000,MAC000236,1,4.324,0.324,0.059,0.179,0.0681764968462,0.332562442183,0.107076780759,0.278034979424,25,0
1350169200000,MAC000247,1,13.24,1.285,0.169,0.74,0.286259376363,0.411102719033,0.0634441087613,0.214656290532,34,0
1350169200000,MAC000257,1,22.773,1.406,0.4405,0.557,0.189594073643,0.312782681245,0.22210512449,0.337437766714,40,0
1350169200000,MAC000259,1,12.188,1.204,0.171,0.727,0.263891931269,0.279947489334,0.0702330160814,0.210894241417,28,0
1350169200000,MAC000261,1,9.862,1.191,0.1315,0.267,0.219648768713,0.256844453458,0.135063881566,0.172509095998,31,0
1350169200000,MAC000265,1,6.88,0.322,0.1425,0.242,0.0729724072662,0.278052325581,0.201744186047,0.445134575569,22,0
1350169200000,MAC000266,1,5.804,0.768,0.092,0.161,0.117210429238,0.258959338387,0.130254996554,0.157443576389,15,0
1350169200000,MAC000278,1,7.4829999,1.3839999,0.1215,0.233,0.19915813616,0.244153417669,0.126286250518,0.112641504707,20,0
1350169200000,MAC000286,1,11.82,1.16,0.161,0.343,0.216020205459,0.267428087986,0.144585448393,0.212284482759,31,0
1350169200000,MAC000288,1,15.304,1.659,0.1635,0.863,0.345922458395,0.345007841087,0.130750130685,0.192184046614,46,0
1350169200000,MAC000290,1,7.777,0.444,0.162,0.285,0.100800233462,0.387938793879,0.0819081908191,0.364911786787,40,0
1350169200000,MAC000292,1,5.096,0.314,0.1075,0.176,0.0675229384892,0.331632653061,0.100863422292,0.338110403397,35,0
1350169200000,MAC000293,1,8.802,0.722,0.137,0.294,0.126542915151,0.265394228584,0.162122244944,0.25398199446,24,0
1350169200000,MAC000298,1,2.138,0.104,0.0445,0.071,0.0212739652445,0.320392890552,0.238540692236,0.42828525641,36,0
1350255600000,MAC000002,0,10.257,1.164,0.131,0.299,0.222132764003,0.435019986351,0.12879009457,0.18358032646,38,0
1350255600000,MAC000003,0,12.77,1.455,0.172,0.583,0.295109157653,0.143696162882,0.404855129209,0.1828465063,2,0
1350255600000,MAC000004,0,1.812,0.212,0,0.179,0.0731293089899,0.225717439294,0.298013245033,0.178066037736,36,37
1350255600000,MAC000005,1,8.097,1.979,0.081,0.353,0.294358848195,0.228973693961,0.0490305051254,0.085238756948,25,0
1350255600000,MAC000006,0,3.451,0.34,0.06,0.101,0.0625160777931,0.313532309476,0.124022022602,0.211458333333,20,0
1350255600000,MAC000007,0,8.242,0.792,0.1105,0.315,0.160574224573,0.443581654938,0.107255520505,0.216803451178,17,0
1350255600000,MAC000008,0,19.761,1.091,0.3795,0.552,0.167142299186,0.269267749608,0.164414756338,0.377348762603,14,0
1350255600000,MAC000009,0,10.4040001,1.1390001,0.16,0.478,0.207286093784,0.220876583805,0.0844867350588,0.190298492584,23,0
1350255600000,MAC000010,0,24.667,1.751,0.3865,1.044,0.357624700838,0.371994973041,0.0930392832529,0.293487055016,35,0
1350255600000,MAC000012,0,1.15,0.055,0.019,0.053,0.0222316950296,0.255652173913,0.255652173913,0.435606060606,16,17
1350255600000,MAC000013,0,5.455,0.247,0.1065,0.198,0.049380111374,0.355637030247,0.232997250229,0.460104588394,18,0
1350255600000,MAC000014,1,2.959,0.445,0.108,0.178,0.0801048712626,0.571138898276,0,0.26597752809,35,0
1350255600000,MAC000015,1,8.285,0.395,0.149,0.272,0.071901477611,0.337115268558,0.178273989137,0.43697257384,38,0
1350255600000,MAC000016,0,0.477,0.163,0,0.009,0.0285827790884,0.890985324948,0.0062893081761,0.0609662576687,36,29
1350255600000,MAC000017,1,5.692,0.625,0.095,0.184,0.0918047823131,0.290934645116,0.147575544624,0.189733333333,23,0
1350255600000,MAC000018,0,11.974,0.636,0.226,0.437,0.137457562896,0.349841322866,0.239268414899,0.392230083857,43,0
1350255600000,MAC000019,0,3.427,0.14,0.0705,0.109,0.0296709310488,0.296469215057,0.207761890867,0.509970238095,33,0
1350255600000,MAC000020,0,5.572,0.29,0.0805,0.213,0.0688585002418,0.391062455133,0.123474515434,0.400287356322,35,0
1350255600000,MAC000021,0,23.998,1.155,0.4575,0.649,0.163400193586,0.29464955413,0.196516376365,0.432864357864,35,0
1350255600000,MAC000022,0,13.136,0.974,0.224,0.453,0.170138219953,0.399893422655,0.1784409257,0.280971937029,38,0
1350255600000,MAC000023,0,20.9150001,1.692,0.459,0.93,0.335529109356,0.256227586631,0.0540282091608,0.257523149379,20,0
1350255600000,MAC000024,0,10.4359999,2.5139999,0.0835,0.464,0.379873696316,0.186182447165,0.263510926251,0.0864823680317,19,0
1350255600000,MAC000025,0,4.0050001,1.4170001,0.028,0.111,0.213046262543,0.103370783936,0.0424469402635,0.0588832012668,27,0
1350255600000,MAC000026,0,16.0040001,1.6210001,0.206,0.634,0.277317504713,0.349975004062,0.114283928304,0.205685779261,19,0
1350255600000,MAC000027,0,10.482,0.594,0.2075,0.293,0.0801274050601,0.266647586338,0.197004388475,0.367634680135,16,0
1350255600000,MAC000028,0,7.036,0.605,0.11,0.218,0.0934952836006,0.340534394542,0.123649801023,0.242286501377,16,0
1350255600000,MAC000029,0,3.993,0.357,0.064,0.127,0.0743551881876,0.309792136238,0.180315552216,0.233018207283,28,3
1350255600000,MAC000030,0,12.112,1.472,0.165,0.595,0.263259878996,0.196747027741,0.105597754293,0.171422101449,28,0
1350255600000,MAC000031,1,16.137,1.118,0.1905,0.697,0.256315532779,0.429076036438,0.0902274276507,0.300704382826,37,0
1350255600000,MAC000032,0,12.443,1.008,0.162,0.407,0.206523025309,0.141766455035,0.448766374668,0.257171792328,12,0
1350255600000,MAC000033,0,5.644,0.481,0.1025,0.194,0.076629202803,0.354004252303,0.186924167257,0.244455994456,16,0
1350255600000,MAC000034,0,5.54,0.285,0.1115,0.201,0.0673850358429,0.396931407942,0.136462093863,0.404970760234,44,0
1350255600000,MAC000035,0,18.642,1.135,0.29,0.647,0.228480088939,0.266441368952,0.138933590816,0.34218061674,27,0
1350255600000,MAC000036,0,2.594,0.242,0.0395,0.087,0.0606073284669,0.313415574402,0.0817270624518,0.223312672176,40,8
1350255600000,MAC000037,0,0.813,0.812,0,0,0.115971872712,0,0,0.0208589901478,17,46
1350255600000,MAC000038,0,8.848,1.001,0.1315,0.308,0.166219525194,0.418286618445,0.0867992766727,0.184149184149,35,0
1350255600000,MAC000039,0,9.372,0.803,0.1555,0.356,0.165464938381,0.483034571063,0.1347631242,0.243150684932,37,0
1350255600000,MAC000040,0,18.8830001,1.0470001,0.369,0.515,0.186475177631,0.248265634442,0.149552506754,0.375736196603,21,0
1350255600000,MAC000041,0,8.719,0.911,0.1335,0.346,0.153936741551,0.435944489047,0.0805138203922,0.199391694109,25,0
1350255600000,MAC000042,0,13.3890001,2.0190001,0.1705,0.529,0.308476064729,0.458211969092,0.0980655754869,0.138156259667,41,0
1350255600000,MAC000043,0,3.269,0.167,0.0605,0.112,0.0368754884619,0.381768124809,0.134597736311,0.407809381238,39,0
1350255600000,MAC000044,1,15.3519999,1.1059999,0.136,0.725,0.287394999284,0.32321521185,0.179781137179,0.289180253316,35,0
1350255600000,MAC000045,0,19.262,1.687,0.234,1.1390001,0.404202347966,0.357179944969,0.172411997716,0.23787295001,28,0
1350255600000,MAC000046,1,10.743,0.731,0.206,0.361,0.163126823904,0.289583915108,0.0723261658755,0.306173050616,27,0
1350255600000,MAC000047,0,6.333,0.556,0.103,0.227,0.0936646069428,0.252013263856,0.1245855045,0.237297661871,22,0
1350255600000,MAC000048,1,4.403,0.656,0.0655,0.129,0.0900314157168,0.15875539405,0.16148080854,0.139831046748,16,0
1350255600000,MAC000049,0,35.3839998,3.497,0.3055,1.497,0.814814860786,0.431042272954,0.0623163015053,0.210799731913,31,0
1350255600000,MAC000050,0,19.005,1.883,0.2265,0.855,0.438969978389,0.593159694817,0.0584583004473,0.210269516729,37,0
1350255600000,MAC000051,1,14.457,0.834,0.267,0.582,0.210145451241,0.363560904752,0.111364736806,0.361136091127,17,0
1350255600000,MAC000052,1,6.832,1.066,0.0695,0.232,0.225639215465,0.564256440281,0.171106557377,0.133520950594,39,0
1350255600000,MAC000053,0,7.113,0.71,0.0725,0.377,0.185553974206,0.527484886827,0.10361310277,0.208714788732,40,0
1350255600000,MAC000054,0,8.169,0.389,0.142,0.267,0.081662837389,0.395764475456,0.153629575223,0.4375,43,0
1350255600000,MAC000055,0,15.291,1.873,0.1825,0.501,0.345774306584,0.2740827938,0.225426721601,0.170081420182,11,0
1350255600000,MAC000056,0,6.889,1.247,0.108,0.268,0.18607950693,0.245608941791,0.0621280301931,0.115092889602,17,0
1350255600000,MAC000057,0,10.362,0.485,0.1955,0.296,0.0740747440653,0.312680949624,0.235186257479,0.445103092784,36,0
1350255600000,MAC000058,0,2.666,0.277,0.0505,0.089,0.0412885972623,0.270442610653,0.124906226557,0.20051143201,17,0
1350255600000,MAC000059,0,17.802,0.956,0.37,0.519,0.153948804396,0.328333895068,0.153690596562,0.387944560669,38,0
1350255600000,MAC000060,0,9.901,0.855,0.16,0.469,0.178141065309,0.508837491163,0.0696899303101,0.241252436647,25,0
1350255600000,MAC000061,0,4.846,0.3,0.047,0.227,0.0827944136434,0.510317787866,0.113702022286,0.336527777778,40,0
1350255600000,MAC000062,0,10.118,0.477,0.1905,0.287,0.0747110986661,0.340976477565,0.191243328721,0.441911250874,40,0
1350255600000,MAC000064,1,6.398,0.366,0.089,0.241,0.0898700354061,0.255704907784,0.22553923101,0.364184881603,17,0
1350255600000,MAC000065,1,5.458,0.824,0.0445,0.259,0.138240273668,0.599853426163,0.0613777940638,0.137995550162,37,0
1350255600000,MAC000071,1,15.604,1.576,0.1325,0.8,0.355377254556,0.617341707255,0.0770315303768,0.206271150592,38,0
1350255600000,MAC000075,1,3.768,0.504,0.0625,0.103,0.072902903463,0.379777070064,0.194002123142,0.155753968254,41,0
1350255600000,MAC000076,1,21.3569999,1.511,0.3435,0.814,0.33802806299,0.3031792869,0.0649904015779,0.294465584326,30,0
1350255600000,MAC000082,1,3.63,0.892,0.036,0.127,0.150081175952,0.406887052342,0.118732782369,0.0847813901345,23,0
1350255600000,MAC000088,1,14.83,0.829,0.2965,0.431,0.131092359034,0.303573836817,0.14254888739,0.372687977483,18,0
1350255600000,MAC000106,1,14.966,0.969,0.2705,0.529,0.189718207518,0.363356942403,0.102766270212,0.321766425869,18,0
1350255600000,MAC000107,1,7.668,0.841,0.0975,0.341,0.156735379435,0.33776734481,0.120239958268,0.189952437574,34,0
1350255600000,MAC000109,1,7.388,0.722,0.136,0.274,0.115241563924,0.347726042231,0.121819166215,0.213180978763,29,0
1350255600000,MAC000124,1,10.504,1.048,0.169,0.323,0.168319306346,0.366812642803,0.140137090632,0.20881043257,39,0
1350255600000,MAC000139,1,17.6860001,1.0190001,0.3075,0.743,0.236413041041,0.291077686921,0.113705755322,0.361588124885,19,0
1350255600000,MAC000141,1,5.755,0.453,0.096,0.318,0.125377802326,0.541442224153,0.233014769765,0.26467071376,12,8
1350255600000,MAC000146,1,7.001,0.416,0.1225,0.262,0.0916390086115,0.293100985573,0.117126124839,0.350610977564,33,0
1350255600000,MAC000147,1,6.159,0.83,0.102,0.171,0.123622603827,0.208800129891,0.113330086053,0.154593373494,29,0
1350255600000,MAC000158,1,4.362,0.889,0.0585,0.121,0.135948002468,0.300550206327,0.0942228335626,0.1022215973,24,0
1350255600000,MAC000165,1,8.156,0.85,0.1275,0.249,0.1323247006,0.432687591957,0.13830308975,0.199901960784,37,0
1350255600000,MAC000170,1,10.805,0.933,0.167,0.391,0.144558846089,0.312725590005,0.151318833873,0.241269203287,41,0
1350255600000,MAC000173,1,5.564,0.618,0.074,0.24,0.114242584248,0.434759166068,0.136592379583,0.187567421791,17,0
1350255600000,MAC000186,1,4.244,0.443,0.088,0.148,0.0683653888228,0.305372290292,0.171065032988,0.199586155004,27,0
1350255600000,MAC000187,1,10.885,0.939,0.184,0.415,0.215402650052,0.441341295361,0.0566835094166,0.241502484913,42,0
1350255600000,MAC000193,1,12.342,1.938,0.1735,0.617,0.324938880471,0.309026089775,0.0351644790147,0.132675438596,18,0
1350255600000,MAC000194,1,9.809,0.845,0.1245,0.508,0.181251952815,0.449485166684,0.1061270262,0.241839250493,36,0
1350255600000,MAC000195,1,25.187,0.707,0.5145,0.552,0.0479230022985,0.250367252948,0.248461507921,0.742191183404,12,0
1350255600000,MAC000198,1,7.641,0.819,0.091,0.335,0.159412156616,0.18544693103,0.155738777647,0.194368131868,21,0
1350255600000,MAC000219,1,6.25,0.287,0.1295,0.195,0.0472920704829,0.33008,0.1808,0.45368757259,37,0
1350255600000,MAC000236,1,4.667,0.409,0.0705,0.192,0.081765732325,0.395757445897,0.100064281123,0.237724123879,34,0
1350255600000,MAC000247,1,14.2,1.293,0.253,0.442,0.266273068901,0.286267605634,0.0665492957746,0.228796081464,32,0
1350255600000,MAC000257,1,25.458,1.1,0.4335,0.858,0.193260793683,0.368882080289,0.181868175033,0.482159090909,37,0
1350255600000,MAC000259,1,10.018,1.038,0.1115,0.406,0.208860994277,0.406767817928,0.0705729686564,0.20106775851,34,0
1350255600000,MAC000261,1,7.871,0.424,0.1325,0.342,0.0947845120926,0.394867234151,0.147122347859,0.38674331761,39,0
1350255600000,MAC000265,1,6.439,0.201,0.1285,0.18,0.0296219158615,0.309830719056,0.227364497593,0.667392205638,16,0
1350255600000,MAC000266,1,5.15,0.79,0.0825,0.145,0.116696000776,0.259029126214,0.137475728155,0.135812236287,33,0
1350255600000,MAC000278,1,8.742,0.798,0.109,0.526,0.199648401884,0.345916266301,0.0738961336079,0.228226817043,14,0
1350255600000,MAC000286,1,10.285,0.579,0.2095,0.304,0.0937873791223,0.268838113758,0.169956246962,0.370070523892,31,0
1350255600000,MAC000288,1,7.906,0.959,0.1085,0.37,0.181017835025,0.318618770554,0.103718694662,0.171750086896,21,0
1350255600000,MAC000290,1,5.749,0.319,0.099,0.233,0.0770882177507,0.442511741172,0.11828144025,0.375457157785,41,0
1350255600000,MAC000292,1,4.948,0.398,0.0915,0.183,0.0696493698623,0.358326596605,0.105497170574,0.259003350084,34,0
1350255600000,MAC000293,1,9.932,1.572,0.133,0.279,0.22973923926,0.259867096255,0.147905759162,0.131626378287,32,0
1350255600000,MAC000298,1,2.152,0.108,0.043,0.07,0.0215622483882,0.299256505576,0.235594795539,0.41512345679,44,0
1350342000000,MAC000002,0,9.769,0.991,0.145,0.31,0.182187287974,0.365851161838,0.162145562494,0.205369155735,25,0
1350342000000,MAC000003,0,13.555,1.498,0.188,0.481,0.288735514758,0.193360383622,0.400737735153,0.188515242546,2,0
1350342000000,MAC000004,0,1.538,0.182,0,0.166,0.0667542003464,0.326397919376,0.221066319896,0.176053113553,29,39
1350342000000,MAC000005,1,3.938,0.445,0.037,0.171,0.0922981939001,0.582783138649,0.104621635348,0.18436329588,34,0
1350342000000,MAC000006,0,3.24,0.214,0.0555,0.123,0.0449230824113,0.267592592593,0.114197530864,0.315420560748,22,0
1350342000000,MAC000007,0,9.4339999,1.2589999,0.1015,0.311,0.24176166398,0.354674574461,0.0926436304075,0.156109356787,34,0
1350342000000,MAC000008,0,22.5060001,1.1210001,0.451,0.727,0.203080822397,0.354349953993,0.158757663917,0.418264906563,38,0
1350342000000,MAC000009,0,8.679,0.764,0.144,0.277,0.13882192674,0.321696047932,0.108307408688,0.236665575916,23,0
1350342000000,MAC000010,0,28.817,1.86,0.4465,1.069,0.41414583059,0.369677624319,0.090571537634,0.322771057348,19,0
1350342000000,MAC000012,0,1.14,0.053,0.0195,0.052,0.0230709954994,0.25,0.248245614035,0.448113207547,28,18
1350342000000,MAC000013,0,6.209,0.282,0.118,0.206,0.0533801186395,0.372684812369,0.205669189886,0.458702718676,37,0
1350342000000,MAC000014,1,5.175,0.717,0.089,0.195,0.113656217063,0.312077294686,0.209661835749,0.150366108787,8,0
1350342000000,MAC000015,1,8.811,0.402,0.16,0.324,0.0828330417842,0.354102826013,0.148337305641,0.466338520165,40,0
1350342000000,MAC000016,0,0.147,0.01,0,0.009,0.00410997896386,0.646258503401,0.0204081632653,0.30625,31,29
1350342000000,MAC000017,1,4.515,0.353,0.08,0.145,0.0680393287769,0.383388704319,0.135105204873,0.266466005666,15,0
1350342000000,MAC000018,0,8.527,0.513,0.133,0.302,0.0827620810877,0.267151401431,0.291309956608,0.346288174139,44,0
1350342000000,MAC000019,0,3.58,0.139,0.078,0.106,0.027260191774,0.307262569832,0.22625698324,0.536570743405,37,0
1350342000000,MAC000020,0,5.15,0.226,0.1045,0.184,0.0509251731847,0.362912621359,0.133009708738,0.474741887906,36,0
1350342000000,MAC000021,0,19.756,0.853,0.3745,0.514,0.11788868926,0.22788013768,0.218262806236,0.482512700274,13,0
1350342000000,MAC000022,0,10.046,0.47,0.183,0.294,0.0800299061349,0.371491140753,0.149512243679,0.454775916704,34,0
1350342000000,MAC000023,0,11.87,0.855,0.1545,0.504,0.190388851907,0.484245998315,0.083150800337,0.289230019493,39,0
1350342000000,MAC000024,0,28.7500001,2.211,0.4095,1.46,0.597781175394,0.42803478112,0.0942956518459,0.270899292364,37,0
1350342000000,MAC000025,0,3.766,1.724,0.026,0.066,0.252519021152,0.669410515135,0.0435475305364,0.0464777607741,34,0
1350342000000,MAC000026,0,18.575,1.779,0.212,0.593,0.355127470635,0.346325706595,0.106433378197,0.217526231966,21,0
1350342000000,MAC000027,0,9.929,0.828,0.1915,0.287,0.128714475614,0.265384228019,0.171114915903,0.249823872786,18,0
1350342000000,MAC000028,0,5.732,0.225,0.107,0.169,0.0382327484698,0.313852058618,0.253140265178,0.530740740741,0,0
1350342000000,MAC000029,0,4.899,0.706,0.0475,0.162,0.140088722817,0.207797509696,0.146560522556,0.144564447592,15,0
1350342000000,MAC000030,0,7.361,0.356,0.136,0.255,0.074337767875,0.285966580628,0.153104197799,0.430770131086,35,0
1350342000000,MAC000031,1,13.051,1.319,0.163,0.519,0.232992567353,0.420580798406,0.0904145276224,0.210523768813,15,0
1350342000000,MAC000032,0,5.516,0.643,0.084,0.183,0.103629541819,0.157360406091,0.312001450326,0.18252208729,23,0
1350342000000,MAC000033,0,6.63,0.46,0.1255,0.203,0.0829014537971,0.282805429864,0.159577677225,0.30027173913,18,0
1350342000000,MAC000034,0,5.895,0.329,0.1035,0.235,0.077800132886,0.447497879559,0.133502968617,0.373290273556,46,0
1350342000000,MAC000035,0,16.6309999,1.2359999,0.2445,0.614,0.219540704334,0.298779389687,0.151885034886,0.280322971372,29,0
1350342000000,MAC000036,0,2.318,0.28,0.0405,0.095,0.0556458138338,0.366264020708,0.109577221743,0.172470238095,15,7
